name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,score,score_breakdown,exclusion_reason,tier
Pluristyx / ElevateBio Switzerland,CHE,Basel (EU hub),~100 (CH),atmp_cell_gene,research,"iPSC, AAV, lentivirus",Basel CGT PD center opened 2024,https://www.elevate.bio/news,,6,industry=3/3 capability=2/2 size=1/2 trigger=0/2,,Tier 2
ABX-CRO advanced pharmaceutical services Forschungsgesellschaft,DEU,Dresden,95,"cdmo_classic,oncology_hpapi",crustdata,Pharmaceutical Manufacturing / DEDICATED TO INNOVATIONS IN MEDICINEABX-CRO is an independent international Cont,30.136986301369863% growth,https://www.abx-cro.com,"oncology_general,radiopharma",6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
ROTOP Pharmaka GmbH,DEU,Dresden,91,"cdmo_classic,oncology_hpapi",crustdata,Pharmaceutical Manufacturing / ROTOP Pharmaka is a leading pharmaceutical company that manufactures cGMP compli,18.181818181818183% growth,http://www.rotop-pharmaka.de,radiopharma,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
medac pharma production GmbH,DEU,Dessau,81,cdmo_classic,crustdata,Pharmaceutical Manufacturing / medac pharma production GmbH is a world-wide reliable partner for the manufactur,-6.896551724137931% growth,http://production-medac.de,"adc,cytostatika_hpapi",6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
ZytoService Deutschland GmbH,DEU,Hamburg,81,sterile_generics,crustdata,Pharmaceutical Manufacturing / Die ZytoService Deutschland GmbH gehört zu den national führenden Unternehmen fü,-2.4096385542168677% growth,http://www.zytoservice.de,cytostatika_hpapi,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Cellistic (ex-Ncardia clinical),DEU,Cologne,~80 (DE),atmp_cell_gene,research,"iPSC-derived allogeneic (NK, CAR-NK, CAR-T) CDMO",2025 €40M expansion of Cologne iPSC mfg,https://www.cellistic.com,oncology_celltherapy,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Numab Therapeutics AG,CHE,Horgen,78,late_stage_biotech,crustdata+research+research,Biotechnology Research / Numab Therapeutics is a biopharmaceutical company focused on the discovery and d,$1.25B JNJ acquisition of NM26 May 2024; $222M Series C Jan 2025; Ph2/3 prep,http://www.numab.com,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Sartorius CellGenix GmbH,DEU,Freiburg,78,atmp_cell_gene,crustdata,Biotechnology Research / Sartorius CellGenix is a leading global supplier of high quality raw and ancilla,18.181818181818183% growth,https://cellgenix.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,direct_competitor,Excluded
Microsynth AG,CHE,Balgach,76,"atmp_cell_gene,cdmo_classic,vaccines,veterinary_pharma",crustdata,Biotechnology / Microsynth (founded in 1989) is a leading company in Europe in the field of DNA/,-2.564102564102564% growth,https://www.microsynth.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
RHEACELL GmbH & Co. KG,DEU,Heidelberg,74,atmp_cell_gene,crustdata,Pharmaceutical Manufacturing / RHEACELL is a late-stage biopharmaceutical company focused on transforming the t,27.586206896551722% growth,https://www.rheacell.com/,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
JPT Peptide Technologies,DEU,Berlin,73,"atmp_cell_gene,cdmo_classic,oncology_hpapi,vaccines",crustdata,"Biotechnology Research / We are the Peptide Experts!JPT has a large peptide synthesis capacity, providing",0.0% growth,https://www.jpt.com/,radiopharma,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Glycostem Therapeutics (DACH ops),DEU,Dresden (mfg via Cellex),~70,atmp_cell_gene,research,Allogeneic CAR-NK (oNKord),2024 WiNK Phase 2 readout; expansion of Dresden mfg,https://www.glycostem.com,oncology_celltherapy,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Octapharma Heidelberg,DEU,Heidelberg,~70 (growing to 100),plasma_fractionation,research,Recombinant biologics pilot plant (Nuwiq rFVIII research),Expansion underway to 100 staff; pilot-scale recombinant facility,https://www.octapharma-biopharmaceuticals.com/en/about/company/locations/heidelberg.html,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Oculis,CHE,Lausanne,68,"late_stage_biotech,specialty_orphan",crustdata,Biotechnology Research / Oculis is a global biopharmaceutical company (Nasdaq: OCS; XICE: OCS) purposeful,17.24137931034483% growth,https://www.oculis.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Nouscom,CHE,Basel,66,"atmp_cell_gene,late_stage_biotech",crustdata,Biotechnology Research / Nouscom is a clinical-stage biotech company redefining cancer immunotherapy thro,1.5384615384615385% growth,http://www.nouscom.com,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
ExcellGene SA,CHE,Monthey,65,"atmp_cell_gene,cdmo_classic",crustdata,Biotechnology Research / Looking for a trusted partner in the development of cell lines and manufacturing,10.16949152542373% growth,https://www.excellgene.com/,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
HAYA Therapeutics,CHE,Lausanne Metropolitan Area,64,atmp_cell_gene,crustdata,Biotechnology Research / HAYA Therapeutics is a precision medicines company developing RNA-guided program,16.363636363636363% growth,http://www.hayatx.com,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Navigo Proteins GmbH,DEU,Halle,56,"atmp_cell_gene,oncology_hpapi",crustdata,Biotechnology Research / Navigo Proteins discovers and develops novel scaffold proteins-based affinity li,14.285714285714285% growth,http://www.navigo-proteins.com,"oncology_celltherapy,radiopharma",6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
VelaLabs,AUT,Vienna,54,atmp_cell_gene,crustdata,Biotechnology Research / VelaLabs is an independent analytical service provider with focus on biologics -,-23.943661971830984% growth,http://www.vela-labs.at/,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Leukocare AG,DEU,Krailling,53,atmp_cell_gene,crustdata,"Biotechnology Research / For over 20 years, Leukocare has been trusted by pharmaceutical companies, mid-s",12.76595744680851% growth,http://www.leukocare.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
DINAMIQS,CHE,Schlieren,50,"atmp_cell_gene,cdmo_classic",crustdata,"Biotechnology Research / DINAMIQS is a leading, science-driven Contract Development and Manufacturing Org",56.25% growth,http://dinamiqs.com/,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
PROGEN,DEU,Heidelberg,45,atmp_cell_gene,crustdata,"Biotechnology / By delivering robust and reliable viral and non-viral gene therapy tools, antibo",15.384615384615385% growth,http://www.progen.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Cytosurge,CHE,Opfikon,44,atmp_cell_gene,crustdata,Biotechnology Research / Cytosurge drives the revolution in #SameCell Biology. With our proprietary Fluid,2.3255813953488373% growth,https://www.cytosurge.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Memo Therapeutics AG,CHE,Schlieren,44,"atmp_cell_gene,late_stage_biotech",crustdata+research+research,Biotechnology Research / Memo Therapeutics AG (“MTx”) is a late-stage biotech company translating unique ,"Series C 2024, Schlieren expansion",http://www.memo-therapeutics.com,oncology_general,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Euro Vital Pharma GmbH,DEU,Hamburg,39,atmp_cell_gene,crustdata,"Pharmaceutical Manufacturing / ProfileEVP, Euro Vital Pharma GmbH is the leading supplier of private labels in ",-15.217391304347828% growth,http://www.eurovitalpharma.com,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Complement Therapeutics,DEU,Munich,36,atmp_cell_gene,crustdata,Biotechnology / Complement Therapeutics GmbH (CTx) is a German-headquartered biotechnology compa,9.090909090909092% growth,https://complementtx.com/,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
CUP Contract Labs,DEU,Radeberg,36,cdmo_classic,crustdata,"Pharmaceutical Manufacturing / Your trailblazer for the safe and rapid development, approval and quality contro",20.0% growth,https://www.cup-contract-labs.com/en/,radiopharma,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Micro-Sphere SA,CHE,Tresa,36,"cdmo_classic,oncology_hpapi",crustdata,Pharmaceutical Manufacturing / We are a contract development and manufacturing organisation (CDMO) and a specia,5.88235294117647% growth,http://www.microsphere.ch,,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2,,Tier 2
Pentixapharm,DEU,Berlin/Würzburg,,late_stage_biotech,research,Radiopharma (CXCR4),None — uses Eckert & Ziegler CMO; own GMP expected Phase 3,https://www.fiercebiotech.com/biotech/pentixapharm-scores-22m-frankfurt-ipo-push-ahead-clinical-stage-radiopharmaceuticals,radiopharma,6,industry=3/3 capability=2/2 size=0/2 trigger=1/2 [manual override],,Tier 1
Bayer AG (Pharmaceuticals Division),DEU,"Wuppertal, Leverkusen, Berlin, Bergkamen",99723,originator_pharma,research,"Cardiology (Xarelto), women's health, oncology, radiology",EUR 400M Wuppertal 2024–2026 (Aprocitentan/biotech expansion); Berlin radiology fill-finish,https://www.bayer.com/en/news-stories/bayer-invests-in-wuppertal,oncology_general,5,industry=2/3 capability=2/2 size=0/2 trigger=1/2 [manual override],,Tier 1
Lonza,CHE,Münchenstein,18878,"cdmo_classic,originator_pharma,vaccines",crustdata+research+research,"Pharmaceutical Manufacturing / Lonza is a pioneer and world leader in the CDMO industry, setting the pace with ",CHF 500M+ Visp Ibex Biopark mRNA + viral vector 2024–26,http://www.lonza.com,,5,industry=3/3 capability=2/2 size=0/2 trigger=0/2,,Tier 2
B. Braun Melsungen AG (Pharma division),DEU,"Melsungen, Berlin (B. Braun Avitum)","~17,000 (DE)","originator_pharma,sterile_generics",research,"Sterile infusion, dialysis solutions, parenteral nutrition","EUR 1B+ ""Site Melsungen 2025"" expansion; new Pfieffewiesen sterile-fill plant; Ecoflac+ line in Berlin; CHF 80M Sempach IV-bag expansion (CH)",https://www.bbraun.com/en/company/news-and-stories.html,,5,industry=3/3 capability=1/2 size=0/2 trigger=1/2,,Tier 2
Galderma,CHE,Zug,8551,originator_pharma,crustdata,Pharmaceutical Manufacturing / Galderma is the leading company solely dedicated to skin and advancing the futur,5.268989289671304% growth,http://www.galderma.com,,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,Tier 2
Merck Healthcare,DEU,Darmstadt,6822,"originator_pharma,specialty_orphan",crustdata,Pharmaceutical Manufacturing / Life is a beautiful gift and health is what allows us to enjoy it. That is why w,6.245133156829154% growth,http://merckgroup.com,"immuno_oncology,oncology_general",5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,Tier 2
STADA Group,DEU,Bad Vilbel,6471,"originator_pharma,specialty_orphan",crustdata,"Pharmaceutical Manufacturing / As STADA, we follow our purpose of ""Caring for People’s Health as a Trusted Part",3.785084202085004% growth,http://www.stada.com,,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,Tier 2
Stevanato Group (DE site),DEU,Piombino Dese (HQ IT) / Frankfurt office,"~5,500",vaccines,research,"EZ-fill vials, syringes; partner for COVID mRNA vaccines",,https://www.stevanatogroup.com/,,5,industry=2/3 capability=2/2 size=1/2 trigger=0/2,,Tier 2
Gerresheimer,DEU,Düsseldorf,3724,"originator_pharma,vaccines",crustdata+research,Pharmaceutical Manufacturing / About GerresheimerGerresheimer is an innovative system and solution provider and,2.3639362286970864% growth,http://www.gerresheimer.com,,5,industry=2/3 capability=1/2 size=1/2 trigger=1/2,,Tier 2
STADA Arzneimittel AG,DEU,"Bad Vilbel, Dresden","~3,300 (DE)","medical_cannabis,originator_pharma,sterile_generics",research,Pharma processor / brand owner — partners MediPharm Labs for finishing,CannabiSTADA growth post-2024 legalization; STADA largest DE pharma in cannabis by volume,https://www.stada.com/media/press-releases,,5,industry=3/3 capability=0/2 size=1/2 trigger=1/2,,Tier 2
Deutsches Krebsforschungszentrum (DKFZ),DEU,Heidelberg,"~3,000",academic_gmp,research,"GMP unit for clinical trial materials (cell therapy, radiopharma)",,https://www.dkfz.de,radiopharma,5,industry=1/3 capability=2/2 size=2/2 trigger=0/2,,Tier 2
Helmholtz Munich (HMGU),DEU,Munich/Neuherberg,"~2,500",academic_gmp,research,Translational pharma; GMP cell therapy via partner units,,https://www.helmholtz-munich.de,,5,industry=1/3 capability=2/2 size=2/2 trigger=0/2,,Tier 2
DRK-Blutspendedienst West,DEU,Hagen / Breitscheid,"~1,800",plasma_fractionation,research,"Collection / processing (NRW, RLP, SL)",,https://www.blutspendedienst-west.de/,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
Octapharma Pharmazeutika (Vienna),AUT,Vienna,"~1,700",plasma_fractionation,research,Processing (fractionation),,https://www.octapharma.com/news/press-release/2025/octapharma-expands-production-for-the-global-market-at-its-manufacturing-site-in-vienna,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
dsm-firmenich Animal Nutrition & Health,CHE,Kaiseraugst,1652,veterinary_pharma,crustdata,Farming / The world has a lot on its plate. But not enough of the good stuff. One in eight,7.342430149447693% growth,http://www.dsm.com/anh,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
msg global solutions,CHE,Zurich,1626,vaccines,crustdata,"IT Services and IT Consulting / msg global solutions is a systems integrator, product innovator, and strategic p",6.973684210526315% growth,http://www.msg-global.com,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
Coperion,DEU,Stuttgart,1518,vaccines,crustdata,"Machinery Manufacturing / Hi, we are Coperion! 👋 We are pioneers, inventors, thinkers, doers, creators, or",0.13192612137203166% growth,https://www.coperion.com,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
DRK-Blutspendedienst Baden-Württemberg–Hessen,DEU,Frankfurt / Mannheim,"~1,500",plasma_fractionation,research,Collection / processing,,https://www.blutspende.de/,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
DRK-Blutspendedienst Nord-Ost,DEU,Berlin / Dessau / Neubrandenburg / Rostock,"~1,500 (regional)",plasma_fractionation,research,Collection (incl. plasma),,https://plasmaspende.blutspende.de/standorte,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
Groz-Beckert,DEU,Ebingen,1441,vaccines,crustdata,Machinery Manufacturing / Welcome to the textile world of Groz-Beckert.Textiles are encountered by man in ,4.571843251088534% growth,http://www.groz-beckert.com,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,industrial_false_positive,Excluded
Haema AG (Grifols),DEU,Leipzig (HQ),"~1,300",plasma_fractionation,research,Collection (+ central lab Berlin),,https://www.linkedin.com/company/haema-ag,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
Wiener Gesundheitsverbund,AUT,Vienna,1290,veterinary_pharma,crustdata,"Hospitals and Health Care / Wir sind der Wiener Gesundheitsverbund. Mit 8 Kliniken, 9 Pflegeeinrichtungen, e",8.312342569269521% growth,http://karriere.gesundheitsverbund.at/,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
BHTC GmbH,DEU,Lippstadt,1271,vaccines,crustdata,Motor Vehicle Manufacturing / We've moved! This page will no longer be active because BHTC GmbH has officially,-22.024539877300615% growth,http://www.bhtc.com,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
Mundipharma GmbH,DEU,Limburg an der Lahn,"~1,200","originator_pharma,sterile_generics",research,"Pain (Targin, Mundidol), oncology, respiratory",EUR 25M Limburg solid-dose & sterile capacity 2024,https://www.mundipharma.de/presse,oncology_general,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
Swiss Transfusion SRC + regional Blutspende SRK,CHE,Bern (HQ),"~1,200 (network)",plasma_fractionation,research,Collection (+ regional processing),,https://en.blutspende-srk.ch/en,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
EMAG Group,DEU,Salach,1130,vaccines,crustdata,Machinery Manufacturing / The EMAG Group covers the entire spectrum of machining processes in the metalwor,-3.0874785591766725% growth,https://www.emag.com,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
Cheplapharm Arzneimittel GmbH,DEU,Greifswald (HQ; mfg via Bayer-Greifswald site acquired 2023),"~1,100","originator_pharma,specialty_orphan,sterile_generics",research,"Niche/legacy specialty incl. rare endocrine, hematooncology divestments (XENICAL, DILATREND, others)",EUR 50M Greifswald sterile QC and packaging 2024–26,https://www.cheplapharm.com/news,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
Recordati Pharma GmbH,DEU,Ulm (Cassella-med),"~1,100 (DE)","originator_pharma,sterile_generics",research,"Rare diseases (Carbaglu, Panhematin), urology (Urorec)",EUR 30M Ulm solid-dose modernisation 2024,https://www.recordati.com/en/media,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
UNITED GRINDING,CHE,Bern,1064,vaccines,crustdata,"Metalworking Machinery Manufacturing / UNITED GRINDING is one of the world’s leading manufacturers of grinding, eroding",-1.4814814814814816% growth,http://www.grinding.ch,,5,industry=2/3 capability=0/2 size=2/2 trigger=1/2,,Tier 2
DRK-Blutspendedienst NSTOB,DEU,Springe (HQ),"~1,000 (regional)",plasma_fractionation,research,Collection (incl. plasma),,https://www.blutspende-leben.de/ueber-uns/plasmazentren,,5,industry=3/3 capability=0/2 size=2/2 trigger=0/2,,Tier 2
