person_name,title,seniority,years_at_company,company,company_linkedin_id,person_linkedin_url,location,headline
Franz Kainz,"Senior Vice President, B2B Operations",Vice President,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAANP244BmJOfz9qZqhBZfOUzjc1wLweM12E,,"SVP, Contract Manufacturing Services at Fresenius Kabi"
Hilary Metcalfe,"Senior Vice President R&D, Manufacturing & Supply",Vice President,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA4sYiEBlPmYxFJU3U0uy7pZ4BLYwVFraiA,,"Senior Vice President R&D, Manufacturing & Supply at Fresenius Kabi"
Dr. Alexander Hohl,Managing Director Austria & Site Head Graz (Vice President),Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAC_XUhQBGDymLVE9Z2rr3jEv_KwdYUEDY5w,,Managing Director Austria & Site Head Graz - Fresenius Kabi
Eduardo Montanha,"EVP, Head of Global Technical Operations & Quality",Vice President,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAE4v6QBwOKuh2OGNdZwBf-gInyfy92kK18,,EVP - Head of Global Technical Operations & Quality
Axel Kretschmann,VP Plant Manager,Vice President,12,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADSqITQBI0C8JvijGrz-CfMNZIPEg3ZokzE,,Pharma Plant Manager
Steven R. Nowicki,"Vice President, Manufacturing & Quality Control",Vice President,17,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAFApoAB78NTshpQtvV-VaGejJ2lEKAcUPU,,"Vice President, Manufacturing & Quality Control at Fresenius Kabi"
Wai Hing Lam,Senior Vice President Operations Asia BU Nutrition,Vice President,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAEsE6kBPnVEgbXpFkw6JE2Wx5qpbvqHRtE,,Senior Vice President Global Nutrition at Fresenius Kabi
Gary Zhang,Vice President Operations,Vice President,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAALSnQkBBRBO64BfpurGd-YGIAcmIDfxFoo,,VP Operations China-Fresenius Kabi MedTech
Nadine K.,Vice President Customer Operations,Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAj1TYABw60ttNsAdRmAGTGTE4P3t1w0qo8,,"Vice President Customer Operations
Mitglied der Geschäftsleitung 
Fresenius Kabi Deutschland"
Jan Keller,"Vice President, B2B Operations",Vice President,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABh6BmgBJsMKo_5pJlcMRL2-PH6R8NVGVOM,,Key Account Management | Fill & Finish Services | CMO
Friedrich Bischoff,VP PU Third Party Manufacturing,Vice President,9,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACq1-xsB6CvjzW5BJ0vURPnJb_UuvR_QOh0,,VP Production Unit Third Party Manufacturing bei Fresenius Kabi
Thomas Bier,Head of Site QA / QC - VP,Vice President,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABFLSxkBiSVTwgtLHH2JY5zL2ybU1A_EUi0,,Head of Site QA / QC - VP
Paola Calamai,VP Operations iPSUM BU API,Vice President,5,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABirwVIBY8P9r4pWnhucas8664J_9LjBR4Y,,VP Operations iPSUM BU API presso Fresenius Kabi
Sikko P. van der Tuin,Vice President Operations EN ECO,Vice President,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAF84esBV0xsMhEF15o0vyf9Z6bmEo6ttis,,Vice President Operations EN ECO
Bernardo Alvarez,VP Manufacturing Operations DR,Vice President,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAkXgvYBug3W85pJStIgWyLr6vuvFaqhUQ4,,VP Manufacturing Operations at Fresenius Kabi DR
Viktor Ewald,Production manger SVP,Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABENzrQBU4z9cvzRi8oG3t9g0jIVXuGi2so,,Production Manager på Fresenius Kabi
Dr. Jutta Valkenberg,SVP TechOps Digital Operations,Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAALrR0ByH7pdyLw2rLNsVxLeZnRSRKVNrY,,SVP I Global Leader in IT & Digital Transformation I Inspiring people to collaborate I Leverage technology to achieve bu
Karen Twardzik,"Vice President, Customer Operations & Trade Relations",Vice President,20,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAlCM9sB7pZ_EBOQzJUvdAbcd4fP1g7YiTE,,--
Marcel Kirsch,"Vice President Fi&Co, Supply Chain Mgt. / Global Operations MedTech",Vice President,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAJzOW4BxR3cFtyfxHlBeYZ9mRIw6dzNOV0,,"Vice President Fi&Co, Supply Chain Mgt / Global Operations MedTech"
Thomas Dams,VP Head of Global Manufacturing Sciences and Technology,Vice President,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACMGjhsBsXE6cJVtsO15Zlh6gz7BxZXiGuY,,Head of Biologics Drug Substance Commercial Support EU/APAC
Peter Kalinski,VP - Global Head of Supply Chain MedTech,Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAEDU-8B9hVcMHETeeNmtZ5Ptlt_t_tC6mc,,Global Supply Chain Executive | VP Operations & Integrated Planning | Transformation | P&L Leadership | EMEA & APAC
Georgi Jekov,Senior Vice President Operations,Vice President,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABuN8qsBDldyHE3aFcVv1UzB9afbj0kyCXg,,Senior Vice President Operations at Fresenius Kabi
Anna Thalacker,Vice President Supply Chain Management & Manufacturing Biopharmaceuticals,Vice President,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAOXoW4Bs8DR3GkpqM5Hrp6EgYCe3uELttk,,Responsible for end to end Supply Chain and manufacturing processes for biosimilars
Guillaume THOMAS,General Manager,Director,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAE3hpsB9hndIudWHEdYTW0lEv5Ruz4FqLg,,General Manager & Chief Financial Officer chez Fresenius Kabi
Gart Chinwanno,Country General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAbR-3gBj8Cf9eT2ZMGbFIHf1CB8pcqoHkQ,,General Manager at Fresenius Kabi Thailand
Pavan Kumar M,Deputy General Manager,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA_797cBa-vcZQN060k6lPnK6DpvSr2pHds,,"Highly proficient Microbiologist with extensive experience in quality systems and sterility assurance in Vaccines, Biosi"
Vandana Chaubal,"Sr. Engineering Specialist (Director), R&D, Disposables Engineering",Director,8,Fresenius Kabi,10809,https://www.linkedin.com/in/ACoAAAFA4n0BrRZ_OWyISyH72KZR8E1ULRBDZNo,,Sr Engineering Specialist at Fresenius Kabi
Manoranjan Singh,Sr. General Manager-Admin & Facilities,Director,22,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAepX4oB-mjyqjIpb_zoMTQbqtwhSy5Av38,,Sr. General Manager-Admin & Facilities at Fresenius Kabi Oncology Ltd
Puran Chand Taradia,Deputy General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAcJz-gBgTzHOYOE62_42IlatH5n5nkQ3N4,,"Procurement & Supply Chain Leader | 20+ Yrs in Pharma, Biotech & Agri-Tech | Greenfield Projects | Strategic Sourcing | "
Tomas Petrla,Director of Engineering and Projects,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAwFSxIBU7Ob2zXAArnGRVjRz-PTaAObdhg,,Manufacturing & Engineering Manager | Driving Operational Excellence & Sustainable Transformation | Pharma Operations Le
Ariel Tu,"Associate Director, Engineering",Director,4,Fresenius Kabi,10809,https://www.linkedin.com/in/ACoAAAFwk6MBeJVdGKIuZpxVtmgvGCuiM183WVg,,"Associate Director, Engineering at Fresenius Kabi"
Goryl Zbigniew,Director of Manufacturing IT,Director,1,Fresenius Kabi,10809,https://www.linkedin.com/in/ACoAAAPUZBEBjfQmseM2M1ZtHaHKuvMCnEOF3qI,,Director of Manufacturing IT at Fresenius Kabi
Steve Katz,Sr. Engineering Specialist (Director),Director,15,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAD23qUBBXI-aaobfV-IWQycCWqo4ZwWiVU,,Sr. Engineering Specialist (Director) at Fresenius Kabi
Christian Mrotzek,Senior Director Engineering & Technology Center North America,Director,10,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA6tE04BTccR_l049NTYrwPvRAzYUWuJluk,,"Senior Director, Engineering US, Operations Management Pharma, TechOps & Quality at Fresenius Kabi USA"
PRAKASH PATIL,Head Manufacturing Operations (Whole Time Director ),Director,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA_jAikBMXXZtJFjZXCVrSRQ6_nAD51hJ8k,,Head Manufacturing Operations.
Rohit Gaur,Deputy General Manager ( Procurement & Supply Chain),Director,21,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAALhl-kBxIpxWwfPEgNbPHS7VzmDR8YVkko,,General Manager (Procurement) at Fresenius Kabi
Anil Kumar Sharma,Deputy General Manager,Director,10,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACy_j4YB55C0_JdTY9u9VEU94uPraFWh_lw,,Deputy General Manager at Fresenius Kabi Oncology Limited. - India
Dipesh Raut,Head of Production,Director,15,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAgBeVEBIUUVE4rHnMjiYpvvgAw9nw3LytE,,Production Head at Fresenius Kabi
Rahul Bendre,Deputy General Manager,Director,7,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACuHr1cBcre1JTkH9BMpVOAhTiAGi8XGz4A,,Deputy General Manager at Fresenius Kabi
Manish Mishra,General Manager Production,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAb8wwwB5qFCsM9YRyqSzmUs0oNmq3rcU1Y,,"General Manager – Operations | Sterile Manufacturing operations, GMP Compliance & Operational Excellence"
Ratandeep chharia,Senior General Manager ,Director,9,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAxh83EB_fT_OfK4x5v7_XfPWkzSCWBSO98,,Senior General Manager  at Fresenius Kabi Oncology Limited. - India
Neeraj Kumar S.,General Manager - Engineering & Projects,Director,5,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAHqGVEBtH3R6XYAH4s-bi1ILU7O55k9ZBM,,General Manager - Engineering & Projects at Fresenius Kabi
Sudipta Kumar Banerjee,Assistant General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAEgVIhEB4B2KPgj844veoqW2WesvDCZC3p0,,Assistant General Manager at Fresenius Kabi
Cma Ashutosh Gupta,General Manager,Director,9,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAlv0msBTdOiyH1xkRDssE_N_ivDGr7sSo8,,General Manager at Fresenius Kabi Oncology Limited
Fiona Tini,Site Head of Quality,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAcZub4BIjm4Rruag_KEHlboCvvj3zJlyX8,,MSc. | MPhil | Site Head of Quality | Pharmaceutical | Sterile Manufacturing
Nils Krause,Head of Project Management Office - TechOps & Quality - Digital Operations,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACRi20oBl-Cd5R8yfoGGUHyycdKWKv9zZEY,,"Create value, by bringing people and technology together"
Loida  Perez,Director of Operations,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAt5f1sBZss_TZN4V6fWQTRXZruKHpytQeM,,Director of Operations at Fresenius Kabi
Erich ROIS,Head of Manufacturing Unit 1 Pharma Production,Director,12,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAp6YhkBKaU5mwxxoaq4DOS2DRtn_x2nVDI,,Head of Manufacturing Unit 1 at Fresenius Kabi
Herman Van Der Merwe,Plant Director,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAEDUGgoBO1dR14ObclB0RG5c0vumdZY9JaQ,,Plant Director at Fresenius Kabi
Cornel Iofcea,General Manager,Director,26,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAATqhJcB9TrRpz_WjX7FqcT5mcbe8s1m5rI,,GM
Pietro Previero,Head of Engineering Department,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA2bcpYBkLVsclGxhM43p2aiOlnL1yjCMDc,,Student at Engineering of Management (University of Padova)
Violeta Bajeliene,General Manager Baltics and Finland,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAFqL_wBC9Q7wxWxFtcF_ezRV9eh-XgKHKA,,General Manager Baltics and Finland at Fresenius Kabi
Timo Matser,director operations,Director,25,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAADa9MQBg7ietZ4nDwDfM_gUcDURwIGs7VI,,director operations at Fresenius Kabi
Yuhong Zhang,Plant HR Associate Director,Director,15,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAB_gUToBRsLTUTYG-I6mpouXci78cAlaCT4,,Fresenius Kabi - Plant HR Associate Director
Björn Carlborg,Director Manufacturing Operations Sweden,Director,3,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAApP53MBV2KUjsLVKi6vLZzLiV1eynpSH8k,,Director Manufacturing Operations Sweden på Fresenius Kabi
Vassilis Vougioukas,Head of Accounting & SC operations,Director,7,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADB-nYIBIr3nFXbjU271hWdLqTvEThB4F_k,,Head of Accounting & SC operations at Fresenius Kabi
Shoji Hoshiyama,"執行役員, Director, Operations",Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAasFMMBBET1eEHvb_tht9MtB_MqDRkJ7mk,,"Director, Operations at Fresenius Kabi"
Eva Vencovska,General Manager Czech Republic and Slovakia,Director,12,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA37DDwBKYFrynx1fyDc5qRdgR32_O4w68g,,Inspiring Leader & Experienced General Manager in Pharma Industry
Manish Bhatkar,General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAL1tA8B0WW7f5LCkopw2ncnSnb-zOlXGBM,,General Manager at Fresenius Kabi Oncology Limited
Rakesh Singh,General Manager,Director,25,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACUqo_MBfTJK-ysPG1e7W4eCNrPodBrjKwQ,,General Manager at Fresenius Kabi Oncology Limited. - India
Joseph Corbett,Associate Director of Operations,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAFQyPkkBw1gGbYByUlghBVt7gvOy9O0KhHA,,Associate Director of Operations at Fresenius Kabi
Indrawati Taurus,General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADWB8tIBNsCZ-Gb9tPVPVR7HPnqiZFw1T18,,General Manager at Fresenius Kabi
Marcio Leite,Site Director,Director,3,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAQSQr0Bm7FIY7mG-Tt5MopkJItn7YwDYNs,,Site Director at Fresenius Kabi | Engineer leading medical device-pharmaceutical company to deliver quality and cost-eff
Carsten Korte,Director Supply Chain Management PU Third Party Manufacturing,Director,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABi8hvsBtcGWtmUN0SOJKizksDOrfDRz-nc,,Director Supply Chain Management PU Third Party Manufacturing bei Fresenius Kabi
Rebekka Horsch,Head of Biological QC - Operations and Monitoring,Director,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACLQPtYBBrEHGCkbvbwLbFNi14izXyJOee8,,Head of Biological QC - Operations and Monitoring bei Fresenius Kabi
Frank Becker,Senior Director Operations Controlling,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADu-MjEBbXYXdgPbViM7AEy-pj7PLskVNIU,,Senior Director Operations Controlling bei Fresenius Kabi
Andreas Hergesell,"Head of Production (AMWHV) I.V. Bottles, Compounding and Energy",Director,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAA_QIP4BG6xlm4Vtmwb1dbPeHI9O8JtLN70,,"Head of Production (AMWHV) I.V. Bottles, Compounding and Energy"
Y. Schwarz,"Sachkundige Person (Qualified Person), Head of Production",Director,3,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADzb41ABIoGSElcjNTg85I0bA650BUtfULk,,"Pharmacist, Qualified Person, Head of Production"
"Dr. Gudrun Sauer, PMP",Director CapEx Project Portfolio Management - Operations for Nutrition and Standard Solutions ,Director,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADnrJkUBk9qUUE3P1cXC04H6SfICVylvlyY,,Director Projects in Operations Clinical Nutrition
Chris Ashcroft,Director Of Compounding Operations,Director,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAQ5iIoBk-5KrQvRrX6wIieh0fXSfrdeb78,,Director of Compounding Operations
Dipesh Patel,Senior Director Quality Operations: Europe & South Africa,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABdUpGwBVd_n7-4zte24GQvDRBEZa2or7-E,,Senior Director Quality Operations: Europe & South Africa at Fresenius Kabi
Negrier Bertrand,Director Export Operations,Director,11,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAF8UNwBXrvzANBqYB3wzICZCOr2Z1vvwIM,,Director Export Operations
Michel Blezat,GENERAL MANAGER,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAla-OYBmjbkNQVNk24xdD8JjGfxg0ukaQE,,GENERAL MANAGER chez Fresenius Kabi
nasser JHUBOO,System Engineering Director,Director,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAABaegCcB5hVMjlxSoBsO6nQojIHzaGzohH4,,System Engineering Director (Fresenius Kabi)
Emmanuel Noharet,R&D Director - Sustaining Engineering Program,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAWN-FsBDZ9WZ7v-h8L15k71b3yTb1YirDE,,R&D Director - Sustaining Engineering Program chez Fresenius Kabi
Damien Barbeyrac,R&D Manager - Head of Systems Engineering,Director,4,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAZhqJgB-8LU0yACgqSMj0Q2FYwLJQmuWRg,,R&D manager - Systems Engineering
Céline Mullet,General Manager Business Unit,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAFAWSC8B9XT8zYP56y0jHLudSjZuy4Lvsow,,General Manager Business Unit chez Fresenius Kabi
Fabio Martinelli,Operations Director,Director,12,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACvF8g4BhU06tiq-5fZLatY9Tsz5vOUzcPU,,Operations Director presso Fresenius Kabi
Francesco Cea,"Senior Director Manufacturing QA Projects at Pharmaceutical Division, Fresenius Kabi",Director,5,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAEr2TQBuiUFZHxMC5345CV1W84tqEmkZAk,,"Senior Director @ Fresenius Kabi | Global Quality Management, Pharmaceuticals"
Luca Ferraresi,Site Head - Plant Manager,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAy03AYB-RbFe-wx1Eckiq6_lwsrSQsQvuI,,Site Head - Amm.Delegato - Mirandola Filter Production Plant
Simonetta Falsiroli,OpEx Site Lead,Director,2,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAcSSqABsculOUCui6kzB-dJBswRYB3AHCk,,Pharma Aseptic Operations/ Pharma Packaging Operations/ OPEX/ Continuous Improvement
Suleiman Valdomir,General Manager Fresenius Kabi LAM Exports,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAClX_QBZknlfUqsOqHh9Not5AzD3zGRyWs,,Gerente General Fresenius Kabi Colombia
Luis Orozco,general manager,Director,20,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAC2w0wB73bNDgODbhkjriURJdO8eQ5ypOs,,general manager at fresenius-kabi
Gabriel Froidevaux,General Manager,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACd992YB5MFoSYUUOmY3irUFZU8ajNqd3cE,,General Manager en Fresenius Kabi
Daniel Dzierzyc,Production Director,Director,7,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACOQeRYBk0eMkDbJL6ZrQZXiKJ8z1ovIdcg,,Production Director w Fresenius Kabi
Tomasz Dudziński,Country Procurement Operations Head,Director,0,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAACFeXEEBj6WjCtg9pAEvcraKPZH-hvFmXQw,,Country Procurement Operations Head
Agnieszka Strońska,Production Training and Documentation Supervisor Assistant General Manager,Director,24,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAADTL4lUBa_cyal9BaPXHNXgxFsb818XkDLg,,Production Training and Documentation Supervisor Assistant General Manager w Fresenius Kabi
Andre Schütte,Senior Manager (Head of) MCSA Operations - Digital Transformation & AI,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAqhnxEB1L50bRm-nHtY8_ZnF_7YIdGOFL4,,Head of MCSA Operations - Digital Transformation & AI at Fresenius Kabi
Roxana Manole,General Manager,Director,6,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAALnDs8BltvkFcEEkrGc0ir_fhaQRzqkVIE,,General Manager
Amit Kataria,Managing Director South America,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAC_KI0BYZSBDNp_9uciQQahLxJtcHlt64w,,"Managing Director South America | Driving Healthcare Growth, Impact & Execution | Committed to Life"
RENAN VILLIEU,General Manager Philippines,Director,1,Fresenius Kabi,9711,https://www.linkedin.com/in/ACoAAAA5PJkB52tfaMfv8Sh5pqE1hYl-kO38jyI,,General Manager at Fresenius Kabi
